gen_vendor_normalized,total_entries,total_contracts,total_amendments
953731 NWT,59,47,12
HEARST AIR SERVICE,57,56,1
ATS SCIENTIFIC,56,56,0
CHRYSLER CANADA,55,54,1
BIRD STUDIES CANADA,54,52,2
LABORTEK PERSONNEL SERVICES,53,36,17
CDW CANADA,53,52,1
THE ASSOCIATES GROUP OF COMPANIES,53,23,30
UNIVERSITY OF WATERLOO,52,50,2
UNIVERSITE SAINTE ANNE,52,46,6
WATERS,51,49,2
SYSTEMATIC SOLUTIONS,51,48,3
SHARP ELECTRONICS,51,30,21
UNIVERSITY OF WINDSOR,49,49,0
TSI,49,46,3
SLATE FALLS AIRWAYS 1999,49,46,3
NEWTERRA,49,48,1
ARTEMP PERSONNEL SERVICES,47,33,14
LAKESHORE HELICOPTERS,47,41,6
FOREST HELICOPTERS,44,44,0
TOYOTA CANADA,43,43,0
FISHER SCIENTIFIC COMPANY,43,43,0
GLOBAL UPHOLSTERY,43,43,0
QMR,42,33,9
TELECOM COMPUTER SERVICES,41,41,0
ATS SERVICES,41,23,18
IBM CANADA,41,41,0
FLIGHT FUELS,41,39,2
ALS CANADA,41,39,2
MAXSYS STAFFING AND CONSULTING,40,24,16
FRENCH LANGUAGE TRAINING SERVICES,39,32,7
AKRULOGIC,38,37,1
REGROUPEMENT QUEBECOISEAUX,38,35,3
UNIVERSITY OF SASKATCHEWAN,38,38,0
DROPLET MEASUREMENT TECHNOLOGIES,38,34,4
STRATOS,37,36,1
SYSTEMSCOPE,37,25,12
KNOWLEDGE CIRCLE,37,32,5
PACWILL ENVIRONMENTAL,37,31,6
THERMO FISHER SCIENTIFIC MISSISSAUGA,37,36,1
YELLOWHEAD HELICOPTERS,37,34,3
KNOWLEDGE CIRCLE LEARNING SERVICES,37,35,2
KELLY SERVICES CANADA,37,25,12
AURORA HELICOPTERS,36,34,2
ATCO,36,25,11
UNIVERSITY OF OTTAWA,36,36,0
NUNAVIK ROTORS,36,32,4
HIGHLAND HELICOPTERS,35,33,2
WEST COAST HELICOPTERS MAINTENANCE CONTRACTING,35,30,5
CANADIAN ASSOCIATION FOR LABORATORY ACCREDITATION,35,29,6
SOMOS,35,31,4
NORTECH HOLDINGS,34,17,17
SOLUTIONS MOERAE,34,20,14
EPIXUS,34,26,8
TSUNAMI SOLUTIONS,34,25,9
MANDEL SCIENTIFIC COMPANY,34,34,0
CALEDON LABORATORIES,34,34,0
PICARRO,33,25,8
COMPUCOM CANADA,33,33,0
TEKNION,33,33,0
CUSTOM HELICOPTERS,33,33,0
UNIVERSITY OF ALBERTA,33,32,1
JP SEGUIN ELECTRIC,32,31,1
THE AIM GROUP,32,18,14
SIMPLEX GRINNELL,32,19,13
CO ENTREPRISE CITE CARON,32,29,3
TRENT UNIVERSITY,32,32,0
TP CRAWFORD,32,25,7
EXPEDITION HELICOPTER,32,31,1
MONTMAGNY AIR SERVICE,32,31,1
DIONEX CANADA,31,31,0
MICROSOFT CANADA,31,22,9
BDO CANADA,31,20,11
ITEX,30,30,0
CANADA POST,30,27,3
PCI GEOMATICS ENTERPRISES,30,30,0
SNC LAVALIN,29,28,1
AERODYNE RESEARCH,29,27,2
ANDREW MAZEIKIS ANDREW LEE,29,21,8
IHS GLOBAL,29,25,4
BERLITZ CANADA,29,27,2
LIONBRIDGE,28,15,13
METOCEAN DATA SYSTEMS,28,20,8
WOOD BUFFALO HELICOPTERS,28,26,2
BLACK MCDONALD,28,21,7
BELL CANADA,28,16,12
WILDERNESS HELICOPTERS,27,27,0
MISHKUMI TECHNOLOGIES,27,26,1
ADVANCED CHIPPEWA TECHNOLOGIES,27,27,0
GOLDER ASSOCIATES,27,24,3
SURGENOR PONTIAC BUICK,27,27,0
FTS FOREST TECHNOLOGY SYSTEMS US,26,25,1
GRAND TOY,26,26,0
8199400 CANADA,26,19,7
ACKLANDS GRAINGER,26,21,5
THE MATHWORKS,26,25,1
HYPERTEC,26,25,1
DONALD A BELLIVEAU ASSOCIES,25,23,2
HELI LIFT INTERNATIONAL,25,25,0
GB SKELTON TECHNICAL SERVICES,25,10,15
FLETT RESEARCH,25,24,1
DELOITTE AND TOUCHE,25,22,3
TEKRAN INSTRUMENTS,25,23,2
TRANS NORTH TURBO AIR,25,24,1
MICROWAVE TELEMETRY,24,24,0
PAUL A BARNETT ASSOCIATES,24,15,9
QUEENS UNIVERSITY,24,23,1
1270665 ONTARIO,24,22,2
DYNAMIC PERSONNEL CONSULTANTS,24,20,4
BAILEY HELICOPTERS,23,20,3
1257162 ONTARIO,23,22,1
ESBE SCIENTIFIC,23,23,0
ESSA TECHNOLOGIES,23,21,2
NORTHBEST DISTRIBUTORS,23,6,17
EBSCO CANADA,23,20,3
SUMMIT HELICOPTERS,23,21,2
CLS AMERICA,23,19,4
FISHER SCIENTIFIC COMPANY SOCIETE FISHER SCIENTIFIQUE,23,23,0
DUCKS UNLIMITED CANADA,23,23,0
8196311 CANADA,23,23,0
SIERRA SYSTEMS GROUP,23,17,6
THE HALIFAX GROUP,23,17,6
ALBERTA INNOVATES TECHNOLOGY FUTURES,22,20,2
CBCI TELECOM,22,20,2
LINDE CANADA LINDE CANADA,22,19,3
WEST COAST HELICOPTERS MAINTENANCE,22,22,0
PROTEMPS PROFESSIONAL TEMPORARY SERVICES,22,15,7
DECISIVE TECHNOLOGIES,22,12,10
SGS AXYS ANALYTICAL SERVICES,22,20,2
IT NET CONSULTANTS,22,18,4
UNIVERSITY OF NEW BRUNSWICK,22,22,0
SPIRIT STAFFING CONSULTING,22,16,6
FAST TRACK STAFFING,22,18,4
DRAKE INTERNATIONAL,22,12,10
ACADIA UNIVERSITY,22,22,0
GHM ENGINEERING GROUP,21,16,5
AKLAK AIR,21,19,2
LOCH ALPINE ECONOMICS,21,16,5
PLATINUM PERSONNEL BUSINESS SERVICES,21,15,6
REGULVAR CANADA,21,21,0
SECURE TECHNOLOGIES INTERNATIONAL,21,21,0
TOROMONT INDUSTRIES,21,14,7
ADVANCED BUSINESS INTERIORS,21,21,0
GARTNER,21,20,1
SCL INSTRUMENTATION,21,21,0
JOHANN HALTERMANN,21,21,0
IAN MARTIN,21,12,9
UNIVERSITE DU QUEBEC A MONTREAL,21,21,0
