vendor_normalized,sum_effective_value
J A CREATIVE SERVICES,551816.67
CALIAN,551299.40
MISHKUMI TECHNOLOGIES,538711.13
GRAND TOY,525501.13
ARTEMP PERSONNEL SERVICES,521851.06
AERIC,514999.86
DLS TECHNOLOGY,509136.79
ADVERTISING STANDARDS CANADA,508908.26
LNW CONSULTING,506899.00
CORPORATE FLEET SERVICES,501825.00
N12 CONSULTING,501720.00
MANPOWER SERVICES CANADA,498104.00
ONIX NETWORKING CANADA,496978.18
STAY TECHNOLOGIES,484459.80
ANTHONY MACAULEY ASSOCIATES,457650.00
GRAYBRIDGE INTERNATIONAL CONSULTING,451150.00
STANTEC,447841.00
PRINTERS PLUS,445745.73
SIERRA SYSTEMS GROUP,444937.50
MDOS CONSULTING,440346.88
A HUNDRED ANSWERS,437377.81
LES ENTERPRISES NORLEAF NETWORKS,433920.00
BIT9,432063.16
THE CORPORATE EXECUTIVE,426730.69
ZENTRA,396924.56
SAMSON ASSOCIACS,395170.50
SOFTCHOICE,393868.40
HALO MANAGEMENT CONSULTING,392816.25
PROTAK CONSULTING GROUP,392665.59
FERENCE WEICKER COMPANY,392519.00
INTERGRATED NETWORK SECURITY ALLIAN,387932.31
ROGERS,387367.55
IT EXPRESS DIRECT,386050.78
CANADIAN BROADCASTERS RIGHTS AGENCY,379716.75
THE VCAN GROUP,372900.00
MARKIDO,372617.50
UNIVERSITY OF OTTAWA,364512.18
CSDC SYSTEMS,351335.77
FAWCETT FILE STORAGE SYSTEMS,349043.44
ACTION PERSONNEL,336971.84
THOMAS SCHMIDT,335462.02
SAMSON ET ASSOCIES,333823.68
OLAV CONSULTING,330557.27
PROSCI CANADA,329598.40
TURTLE ISLAND STAFFING,323106.81
INFO TECH RESEARCH GROUP,313201.16
THE CORPORATE EXECUTIVE BOARD COMPANY,311366.40
IT SERVICES CANADA,310122.57
ADIRONDACK INFORMATION MANAGEMENT I,309773.12
DARE HUMAN RESOURCES,307641.71
PHOENIX STRATEGIC PERSPECTIVES,306916.83
CORPORATE EXECUTIVE BOARD,300718.55
ADAPTEK SYSTEMS,298849.48
ADIRONDACK INFORMATION MANAGEMENT,297650.48
TAG HR,288941.39
AVI SPL CANADA,278759.42
EKOS RESEARCH ASSOCIATES,271143.50
TEKNION,264245.86
GENESIS INTEGRATION,262584.18
EAGLESPIRIT MARKETING,254175.54
RAYMOND CHABOT GRANT THORNTON,253527.93
THE BURTON GROUP,248010.10
RE GILMORE INVESTMENTS,247710.90
ADVANIS,246902.99
CDW CANADA,245413.27
LYNDA NAVEDA CONSULTING,242950.00
GLOBAL UPHOLSTERY,242014.45
ERGOPRIME,241535.00
CORADIX TECHNOLOGY CONSULTING,241303.20
RIDEAU POTOMAC STRATEGY GROUP,240800.00
LABORTEK PERSONNEL SERVICES,240622.73
PGF CONSULTANTS,235190.76
MULTISHRED,233793.99
INSTITUTE ON GOVERNANCE,233625.25
SPEARHEAD MANAGEMENT,231876.00
MINDWIRE SYSTEMS,228991.58
SAMSON ASSOCIES,226822.48
CANON,225506.39
HDP GROUP,224382.10
COGNIVA INFORMATION SOLUTIONS,218537.48
BAIAME TECHNOLOGY AND CONSULTING,216790.50
CCH CANADIAN,216033.40
CORPORATE EXECUTIVE BOARD COMPANY,216006.23
ICEBERG NETWORKS,215298.90
BUSINESS EVENT SOLUTIONS,214820.90
BRAINHUNTER,211985.40
ALCEA TECHNOLOGIES,210993.60
KROMAR PRINTING,197750.00
