gen_vendor_normalized,total_entries,total_contracts,total_amendments
ERNST YOUNG,14,9,5
LAROCQUE LINGUISTIC SERVICES,14,11,3
BLAIR ELLIOT TOTHILL O A SOMATOS INFORMATION CONSULTING,14,2,12
ADIRONDACK INFORMATION MANAGEMENT,14,8,6
CDCI WAMPUM JOINT VENTURE,14,13,1
ACCESSDATA,14,13,1
ANISHINABE PRINTING,13,13,0
CGI,13,7,6
OUTCOME MERIT A JOINT VENTURE,13,10,3
GRAND TOY,13,13,0
BLAIR ELLIOT TOTHILL DBA SOMATOS,13,11,2
CHELL TODORUK RESEARCH CONSULTING,13,7,6
INSTITUTE ON GOVERNANCE,13,10,3
MASHA KRUPP TRANSLATION GROUP,12,10,2
PERCEPTIVE RESOURCES MANAGEMENT,12,12,0
LUCID RESEARCH,12,6,6
BLAIR ELLIOTT TOTHILL CRAIG LIONEL,12,11,1
LIONBRIDGE,12,7,5
SI SYSTEMS,12,8,4
CUSTOM HELICOPTERS,12,12,0
SPIRIT STAFFING CONSULTING,12,10,2
BLUMETRIC ENVIRONMENTAL,12,9,3
MEDING SHERI,11,4,7
WOLFHARD ERIC,11,9,2
MCLENNAN ROSS,11,5,6
SRK CONSULTING ENGINEERS SCIEN,11,8,3
ADRM TECHNOLOGY CONSULTING,11,11,0
HILL KNOWLTON,11,9,2
ERICA SMITH RESEARCH AND WRITING,11,4,7
ADR EDUCATION,11,10,1
NORTON SECURITY CONSULTING,11,9,2
ADIRONDACK TECHNOLOGIES FURNITURE,11,11,0
LAURIER RESEARCH GROUP,11,10,1
DROLET MARC,11,4,7
CHASE OFFICE INTERIORS,11,11,0
GLOBAL UPHOLSTERY,11,11,0
TEAM DC JRI,11,11,0
AYAYA MARKETING COMMUNICATIONS,11,11,0
RAINSHADOW COMMUNICATIONS,11,4,7
IRON MOUNTAIN CANADA OPERATIONS,11,8,3
EBSCO CANADA,11,8,3
JACK CARR,11,8,3
THE AIM GROUP,11,9,2
DEREK WHITEHOUSE STRONG PHD,11,9,2
STENOTRAN SERVICES,10,6,4
TURTLE TECHNOLOGIES,10,10,0
AECOM,10,8,2
PROACTIVE SECURITY,10,8,2
LANNICK RECRUITMENT OTTAWA,10,5,5
SHERBANIUK MARTHA,10,5,5
AMEC EARTH ENVIRONMENTAL,10,8,2
OPENTEXT,10,10,0
CH2MHILL CANADA,10,5,5
GARTNER,10,10,0
GENESIS INTEGRATION,10,10,0
SAFRAN MORPHO CANADA,10,10,0
TEAM BI,10,9,1
NEWS CANADA,10,10,0
PLEIAD CANADA,9,8,1
HYPERTEC,9,9,0
MEDING CRAIG,9,4,5
MICROSOFT CANADA,9,9,0
WEST WIND AVIATION,9,9,0
COMPREHENSIVE MANAGEMENT GROUP,9,5,4
TSD CONSULTING,9,7,2
STEENBURGH CRAIG,9,8,1
SPEEDY MESSENGER SERVICE,9,4,5
THE INSTITUTE ON GOVERNANCE,9,5,4
SLR CONSULTING CANADA,9,9,0
HAL LOVE REAL ESTATE ADV SERVICES,9,7,2
BELL BROWNE MOLNAR DELICATE,9,8,1
HDP GROUP,9,7,2
GRAYBRIDGE INTERNATIONAL CONSULTING,9,8,1
ADECCO,9,7,2
KELLY SERVICES CANADA,9,9,0
GLOBAL KNOWLEDGE,9,7,2
THE ASSOCIATES GROUP OF COMPANIES,9,6,3
RV ANDERSON ASSOCIATES,9,7,2
TEAM DC JRL,9,4,5
NORTAK SOFTWARE,9,6,3
CALIAN,9,9,0
TETRA TECH CANADA,9,8,1
RFP SOLUTIONS,9,9,0
SALAL CONSULTING,9,4,5
AUGUSTE SOLUTIONS AND ASSOCIATES,9,8,1
PATTERSON CREEK CONSULTING,9,9,0
JULIANA WYNNE TING GEE,9,7,2
PROTAK CONSULTING GROUP,9,4,5
PUROLATOR COURIER,9,5,4
WORKDYNAMICS TECHNOLOGIES,8,5,3
HILL KNOWLTON CANADA,8,6,2
MCHUGH DR PAUL,8,7,1
VON GERNET DR ALEXANDER,8,6,2
ERIC KIRZNER CONSULTING,8,6,2
APOS SYSTEMS,8,8,0
EPSI,8,7,1
MOBILE RESOURCE GROUP,8,4,4
ADLAIR AVIATION 1983,8,8,0
CENTRE FOR CONFLICT RESOLUTION,8,7,1
DPRA CANADA BLUMETRIC,8,7,1
KINETIC DATA,8,8,0
GREER KARLA,8,6,2
GREY OAK CONSULTING,8,1,7
HERFST ANDREW,8,4,4
KCM MAINTENANCE AND CONSTRUCTION,8,5,3
SERECON,8,7,1
OCONNOR CATHARINE,8,3,5
DCJV4,8,4,4
CANADIAN HELICOPTERS,8,8,0
BRODIE CONSULTING,8,4,4
STRATUM ASSOCIATES,8,7,1
HEWITT AQUIPEMENT,8,6,2
SYSTEMATIX SOLUTIONS,8,7,1
ASAP REPORTING SERVICES,7,3,4
FERENCE COMPANY CONSULTING,7,7,0
