gen_vendor_normalized,total_entries,total_contracts,total_amendments
SOLOTECH INTERNATIONALSOLOTECH INTERNATIONAL,2,2,0
SOLUTIONS DE RECONNAISSANCE RIDEAU,2,2,0
ALTIS HUMAN RESOURCES,2,2,0
GRONDAIR,2,2,0
LES SOLUTIONS OUTSIDESOFT INCSIMPLESONDAGE,2,2,0
GROUPE ACCES DIRECT QUEBEC,2,2,0
STORMWIND,2,2,0
STRAIT AIR,2,2,0
LE SAINT PUBLICITE ET DESIGN,2,1,1
STRATUS SEM,2,2,0
ECOLE DE LANGUES DE LESTRIEOTTAWA,2,2,0
ECLIPSYS SOLUTIONS,2,2,0
SYMETRIX PROTECTION,2,2,0
SYSTEMATIX SOLUTIONS,2,2,0
SYSTEMES ESPACE MAX LES,2,1,1
GROUPE CONSEIL OSI,2,2,0
CARGAIR MAX AVIATION,2,2,0
LE GROUPE HAY,2,1,1
TELEBEC,2,2,0
LEGER MARKETING,2,2,0
VIDEOTRON,2,2,0
LAROCHELLE GROUPE CONSEIL,2,2,0
9320 4154 QUEBEC,2,2,0
DRUIDE INFORMATIQUE,2,2,0
THE COMPUTER MEDIA PRODUCTS,2,2,0
ARI FINANCIAL SERVICES,2,2,0
IMAGIK DESIGN COMMUNICATION,2,2,0
TOUT COM,2,2,0
1019837 ONTARIO DYNAMICPERSONNEL CONSULTANTS,2,1,1
PITNEY BOWES,2,2,0
PROCONTACT INFORMATIQUE,2,2,0
WEBCONFORME,2,1,1
BPM GOVERNMENT IMIT CONSULTI,2,2,0
TRADUCTION TESSIERLES,2,2,0
TRAVAUX PUBLICS ET SERV GOUV,2,2,0
PUROLATOR,2,2,0
CHRYSLER CANADA,2,2,0
PASCAN AVIATION,2,2,0
RAYMOND CHABOT GRANT THORNTON,2,2,0
FOUG CONSEILS,2,2,0
DOLMEN PSYCHOLOGIE INDUS,2,2,0
CONGRUENCE COACH,2,2,0
TERRANOVA WORLDWIDE,1,1,0
THE ALRM GROUP,1,1,0
THE HOPPEN GROUP,1,1,0
THOMSON TREMBLAY,1,1,0
TOYOTA CANADA,1,1,0
TRADUCTIONS TESSIER SCCLES,1,1,0
UNIVERSALIA MANAGEMENT GROUP,1,1,0
UNIVERSITE DOTTAWA,1,1,0
VERSALYS,1,1,0
1001 DOMINION SQUARE MANAGEMEN,1,1,0
XRM VISION,1,1,0
3M COGENT,1,1,0
4107811 CANADA AEROINSIGHT,1,1,0
7792395 CANADA LANNICK RECRUITMENT OTTAWA,1,1,0
8504954 CANADA,1,1,0
8709530 CANADA,1,1,0
ACPG INNOVATION,1,1,0
ACPG INNOVATIONACPG INNOVATION,1,1,0
ADVANCED BUSINESS INTERIORS ABI,1,1,0
ADVANCED CHIPPEWA TECHNOLOGIES,1,1,0
ADVANIS JOLICOEUR,1,1,0
ADVISO CONSEIL,1,1,0
AKILON TECHNOLOGIES,1,1,0
ALOGIENT,1,1,0
ALPHADOC,1,1,0
ALPHAMOSAIK,1,1,0
ALTEL,1,1,0
ANDRE FILION ASSOCIES,1,1,0
ANDRE LADOUCEUR,1,1,0
ANET SOLUTIONS,1,1,0
APPLE CANADA,1,1,0
ARTOPEX PLUS,1,1,0
ASSOCIATION AFS,1,1,0
ASSPRODUCTEURS TOURBE DU QC,1,1,0
AVIATION FLYCIE,1,1,0
BAMBOU SPACE,1,1,0
BANQUE AMEX DU CANADA,1,1,0
BIP BUREAU DES INTERVIEWERS PROFESSIONNELS 1988,1,1,0
CAPITAL INNOVATION,1,1,0
CASACOM,1,1,0
CEFRIO,1,1,0
CENTRE DE COLLABORATION MIQRO INNOVATION,1,1,0
CENTRE DE FORMATION CARON,1,1,0
CENTRE PHI,1,1,0
CENTRE RECHERCHE INDUSTRIELLE DU QUEBEC,1,1,0
CENTRE RECHERCHE INDUSTRIELLEQUEBECA S ANN MILLER,1,1,0
CHART YOUR BIZ,1,1,0
CIRANO CENTRE INTERUNIVERSITAIRE RECHERCHE EN ANALYSE DES ORGANISATIONS,1,1,0
CITOYEN OPTIMUM SEC,1,1,0
CONVERSART,1,1,0
COUILLARD DR PHILIPPE,1,1,0
CROWE,1,1,0
CT COPIEUR,1,1,0
DAVIDX0016GOLIATH COMMUNICATION MARKETING,1,1,0
DESJARDINS MARKETING,1,1,0
DEVELOPPEMENT PME CHAUDIERE APPALACHES,1,1,0
DEV PME CHAUDIERE APPALACHES,1,1,0
DONNA NIXON,1,1,0
DORVAL AVIATION,1,1,0
DYNAMICSU,1,1,0
EB DATA,1,1,0
ENAP ECOLE NATL ADM PUBLIQUE,1,1,0
ENGINE ROOM CREATIVE,1,1,0
EQMBO ENTREPRISES CENTRE DAIDE TECHNIQUE ET TECHNOLOGIQUE,1,1,0
ERGO INDUSTRIAL SEATING SYSTEMS,1,1,0
ERNST YOUNG,1,1,0
ESKALAD COMMUNICATION,1,1,0
ES TUNIS AND ASSOCIATES,1,1,0
EVALUATION PERSONNEL SELECTION INTERNATIONAL EPSI,1,1,0
FASTMAN PTE,1,1,0
FEDERATION DES PLASTIQUES ETALLIANCES COMPOSITES,1,1,0
FOREST COMMUNICATIONS,1,1,0
FORUM DES POLITIQUES PUBLIQUES,1,1,0
