gen_vendor_normalized,total_entries,total_contracts,total_amendments
IRON MOUNTAIN CANADA OPERATIONS,5,4,1
BELL CANADA,5,5,0
RGB SYSTEMS DBA EXTRON ELECTRON,4,4,0
THE CANADIAN CORPS,4,4,0
BEYOND 20 20,4,2,2
ADVANCED CHIPPEWA TECHNOLOGIES,4,2,2
SP GLOBAL MARKET INTELLIGENCE,4,2,2
KPMG,4,4,0
INFO TECH RESEARCH GROUP,4,3,1
UP UNTIL NOW,4,3,1
AMEX BANK OF CANADA,4,3,1
BANK FOR INTERNATIONAL SETTLEMENTS,4,4,0
8196311 CANADA,4,2,2
IFRS FOUNDATION,4,4,0
AV CANADA,4,3,1
CSDC SYSTEMS,4,4,0
I4C INFORMATION TECHNOLGY,4,2,2
VMWARE,4,3,1
FACTIVA,4,4,0
RANDSTAD,4,1,3
THE MATHWORKS,4,4,0
POLYCOM CANADA,4,4,0
LONGO AND ASSOCIATES,4,2,2
LAURIER COMPUTERS,4,4,0
CRESTRON CANADA,3,3,0
CORETRACKS,3,3,0
A HUNDRED ANSWERS,3,1,2
BLACKBERRY,3,3,0
RACHEL BURDICK,3,3,0
MORGAN JAMES,3,2,1
FAST FORWARD FRENCH,3,2,1
MICHEL HYLANDS,3,2,1
FITCH 7CITY LEARNING,3,3,0
MICHAEL WAGER CONSULTING,3,1,2
ALTUS GROUP DATA SOLUTIONS,3,3,0
BISCARDI CONSULTING,3,2,1
SHEPELL FGI,3,1,2
EATON INDUSTRIES CANADA,3,3,0
EAGLES FLIGHT,3,3,0
SOCIETE GAMMA,3,1,2
HARRY NIGALIS,3,2,1
HAVER ANALYTICS,3,3,0
SYSTEMATIX SOLUTIONS,3,1,2
KINGSWAYSOFT,3,1,2
LYRIS TECHNOLOGIES,3,1,2
LUMINA IT,3,1,2
HEAT SOFTWARE USA,3,1,2
THE CONFERENCE BOARD OF CANADA,3,3,0
THE FAIRMONT ROYAL YORK HOTEL,3,3,0
THE VCAN GROUP,3,1,2
THOMSON REUTERS CANADA,3,3,0
DAURAY ENTERPRISES ICR,3,3,0
BERLITZ LANGUAGE CENTRE,3,2,1
DATAVAIL CANADA,3,1,2
INGRID BERGMANN AND ASSOCIATES,3,2,1
VIZOR,3,2,1
LANSDOWNE TECHNOLOGIES,3,3,0
6174647 CANADA,3,2,1
ACCENTURE,3,1,2
INTERNATIONAL ASSOCIATION OF INSURANCE SUPERVISORS,3,3,0
BAY WATERS INVESTMENTS,3,2,1
NOVEXCO,3,3,0
ENVIRONICS RESEARCH GROUP,3,3,0
INTERNATIONAL ASSOCIATION OF,2,1,1
PANASONIC,2,2,0
2650489 ONTARIO,2,1,1
ADIRONDACK INFORMATION,2,1,1
DAVID SARGEANT CONSULTING,2,2,0
ACHIEVEGLOBAL CANADA,2,1,1
FAST TRACK STAFFING,2,2,0
CDW CANADA,2,2,0
RECORDPOINT SOFTWARE,2,1,1
ALLIANCE FRANCAISE OF THE NATIONAL,2,2,0
THE CORPORATE EXECUTIVE BOARD,2,2,0
CONFERENCE BOARD OF CANADA,2,2,0
HOTEL PLACE DARMES,2,1,1
THE HERJAVEC GROUP,2,2,0
THE LANGUAGE STUDIO,2,1,1
CORPORATE EXPRESS,2,2,0
EPHOX DBA TINY,2,2,0
KRISTA LEROUX,2,2,0
NORTHERN MICRO,2,2,0
JOHN KENNEDY,2,1,1
QIXAS GROUP,2,1,1
CALL CENTER PRODUCTS,2,2,0
PETER N KENDRICK,2,2,0
LEO PISCES SERVICES GROUP,2,1,1
NIMBLE STRATEGIES,2,1,1
LEARNING TREE INTERNATIONAL,2,2,0
JAMIE CAMERON,2,1,1
UNIVERSITY OF OTTAWA,2,2,0
NAVANTIS,2,1,1
JAMES M CAMERON,2,1,1
LEAN AGILITY,2,1,1
JAMES GROUT,2,1,1
OMNI KING EDWARD HOTEL,2,2,0
PHOENIX STRATEGIC PERSPECTIVES,2,2,0
ERNST YOUNG,2,2,0
PLEIAD CANADA,2,1,1
ON THE MARK,2,2,0
FOCUS CONSULTING GROUP,2,1,1
KORN FERRY HAY GROUP,2,1,1
RON DEVRIES PHOTOGRAPHY,2,1,1
ECOLE DE LANGUES ABCE,2,2,0
MERCER CANADA,2,2,0
GENESIS INTEGRATION,2,2,0
ARCHIBALD C KIRKWOOD,2,2,0
WORKRITE ERGONOMICS CANADA,2,2,0
BAIAME TECHNOLOGY AND CONSULTING,2,2,0
LANNICK CONTRACT SOLUTIONS,2,1,1
ROBERT L BROWN,2,2,0
4CAST,2,2,0
YORK UNIVERSITY SCHULICH,2,2,0
SLOFAC,2,2,0
PIERRE PLAMONDON,2,2,0
DONNA CONA,2,2,0
GRAND AND TOY,2,2,0
CARAHSOFT TECHNOLOGY,2,2,0
ROBERT DOUGLAS CONSULTING,2,1,1
STANDREWS CLUB CONFERENCE,2,2,0
STEPHEN ANDREW WOOD,2,1,1
ARTEMP PERSONNEL SERVICES,2,1,1
RMS SOFTWARE,2,2,0
MARKIT NORTH AMERICA,2,1,1
DELARAM KAVOOSI SHARIF ABAD,2,1,1
STRATEGIC RELATIONSHIPS SOLUTIONS I,2,1,1
OPTIV CANADA FEDERAL,2,2,0
OTTAWA MARRIOTT HOTEL,2,1,1
LABOR TEK PERSONNEL SERVICES,2,1,1
MCGILL UNIVERSITY,1,1,0
1026219 BC UNLIMITED LIABILITY,1,1,0
3627730 CANADA,1,1,0
6923062 CANADA,1,1,0
947022 ONTARIO,1,1,0
ABI AMEUBLEMENT BUREAU INTERIEUR,1,1,0
