gen_vendor_normalized,total_entries,total_contracts,total_amendments
DECISIVE TECHNOLOGIES,21,21,0
UNIVERSITY OF OTTAWA,20,20,0
STEELCASE CANADA,20,20,0
REHABILITATION NETWORK CANADA,20,12,8
INSTITUTE ON GOVERNANCE,20,20,0
CDW CANADA,20,19,1
PUROLATOR COURIER,20,20,0
DARE HR,20,20,0
INLINE SYSTEMS,20,20,0
THE VCAN GROUP,19,16,3
SNC LAVALIN,19,19,0
SOCIAL RESEARCH DEMONSTRATION,19,19,0
PUBLIC POLICY FORUM,19,19,0
GLENCASTLE SECURITY,19,17,2
COMPAS,19,19,0
VITAL LIFE,18,12,6
INTERSOL GROUP,18,18,0
KONICA MINOLTA BUSINESS SOLUTIONS CANADA,18,18,0
INSIGHTS LEARNING AND DEVELOPMENT,18,18,0
GSI INTERNATIONAL CONSULTING GROUP,18,13,5
ISE,18,18,0
QUINTET CONSULTING,18,16,2
PRA,17,16,1
CONVERSART CONSULTING,17,10,7
COPEM CONSULTING,17,17,0
GROUPE LACASSE,17,17,0
BERLITZ CANADA,17,17,0
TLS ENTERPRISE,17,17,0
MICRO FOCUS CANADA,17,16,1
SIMPLEX GRINNELL,17,14,3
TNS CANADIAN FACTS,17,17,0
TRANSPOLAR TECHNOLOGY,16,16,0
SOMOS,16,16,0
PROSCI CANADA,16,10,6
LANGUAGE RESEARCH DEVELOPMENT,16,8,8
EAGLE PROFESSIONAL RESOURCES,16,15,1
DYNAMEX CANADA,16,16,0
AVALERIS,16,9,7
INDEPENDENT LIVING CANADA,16,16,0
DELL COMPUTER,16,15,1
SHRED IT,16,14,2
FUJITSU,15,11,4
LIONBRIDGE,15,13,2
PLAN INSTITUTE,15,15,0
FAST TRACK STAFFING,15,12,3
NISHA TECHONOLOGIES,15,15,0
CNW GROUP,15,15,0
THE RIGHT DOOR,15,9,6
IFATHOM,15,15,0
CTI WORKING ENVIRONMENTS,15,15,0
PROTAK CONSULTING GROUP,15,11,4
FORD MOTOR COMPANY,14,13,1
PROLOGIC SYSTEMS,14,14,0
VANCOUVER ISLAND VOCATIONAL,14,14,0
BRC BUSINESS ENTERPRISES,14,14,0
REDWOOD E LEARNING SYSTEMS,14,14,0
TEXTUS,14,14,0
ALTIUS REHABILITATION GROUP,14,12,2
KNOWLEDGE CIRCLE,14,14,0
DATA PROBE ECONOMIC CONSULTING,14,14,0
MEDIA Q,14,11,3
FUSION SECURITY,13,13,0
CRAWFORD HEALTHCARE MANAGEMENT,13,13,0
CANADA POST,13,13,0
TPG TECHNOLOGY CONSULTANTS,13,13,0
UNISYS CANADA,13,13,0
Y2 CONSULTING PSYCHOLOGISTS,13,11,2
R E GILMORE INVESTMENTS,13,5,8
360 ADVANCED SECURITY,13,12,1
EKOS RESEARCH ASSOCIATES,13,12,1
KONICA MINOLTA BUSINESS SOLUTIONS,13,13,0
AMS IMAGING,13,13,0
ACOSYS CONSULTING SERVICES,13,9,4
MULTICORPORA RD,12,12,0
LES ENQUETES HENRI,12,9,3
MOHAMED AMAN,12,11,1
ESRI,12,12,0
MPACT,12,9,3
ST JOSEPH PRINT GROUP,12,12,0
THE HALIFAX COMPUTER CONSULTING GRO,12,11,1
OCE CANADA,12,12,0
ELLICOM,12,12,0
CLOSEREACH,12,3,9
ANET SOLUTIONS,12,12,0
EBSCO CANADA,12,12,0
RELIABLE DATA ENTRY,12,10,2
METAFLOW,12,9,3
CCR INTERNATIONAL,12,12,0
GILMORE REPRODUCTIONS,12,12,0
AUBRE JEAN PIERRE,12,12,0
CANADIAN PRESS THE,12,12,0
CA CANADA COMPANY,11,10,1
