vendor_normalized,sum_effective_value
CA CANADA COMPANY,3340703.84
TELECOM COMPUTER SERVICES,3170779.88
SAMSON ASSOCIATES,3106156.76
A HUNDRED ANSWERS,3057819.27
MINDWIRE SYSTEMS,3043848.20
RAYMOND CHABOT,3029133.41
GOSS GILROY,3027700.89
ALLIANCE ONE,2976728.20
AJILON,2966136.57
PUROLATOR COURIER,2921305.89
THE HALIFAX GROUP,2780860.71
GRAND TOY,2777290.19
OPENTEXT,2767288.19
QUEST SOFTWARE CANADA,2763600.12
IRON MOUNTAIN CANADA,2752234.39
MASHA KRUPP TRANSLATION GROUP,2715530.77
COMMVAULT SYSTEMS,2644394.72
PHOENIX SPI,2628792.89
VALUE TEAM APS,2606757.48
NORTAK SOFTWARE,2551402.53
COLLECTCORP,2530510.05
GEVC,2522671.68
GILMORE REPRODUCTIONS,2456401.47
NEOPOST CANADA,2443612.11
COMPAS,2437326.98
NCO FINANCIAL SERVICES,2424751.06
CDW CANADA,2345033.09
SYSTEMSCOPE,2333730.91
RICOH,2321797.78
LUMINA IT,2321559.68
PLAN INSTITUTE,2300485.01
INDEPENDENT LIVING CANADA,2297139.36
ONIX NETWORKING CANADA IINC,2293751.26
STATEL CAPITAL TECH PARTNERS,2285128.13
COMPUTER ASSOCIATES CANADA,2271738.89
SOMOS,2255925.80
IFATHOM,2243267.87
ALTIS HUMAN RESOURCES,2206576.73
SOCIAL RESEARCH,2146877.00
THE RIGHT DOOR,2100473.08
OPEN FRAME TECHNOLOGIES,2084728.64
SERVICES DCM SERVICES,2083324.85
45 NORTH CONSULTING,2032185.94
DYNAMEX CANADA,2005653.59
GENESIS INTEGRATION,2001410.89
EBSCO CANADA,1965184.57
ACS EXPRESS,1949289.05
CAE,1946090.73
GSI INTERNATIONAL CONSULTING GROUP,1921272.28
SPACESAVER SOLUTIONS,1898740.40
MGIS INNOVATIVE SOLUTIONS,1891711.70
AUTONOMY,1861158.69
INSIGHTS LEARNING AND DEVELOPMENT CALGARY,1800000.00
GCSTRATEGIES,1790637.55
MPACTE,1757154.47
PRECISION ERP,1723984.50
ECLIPSYS SOLUTIONS,1720984.89
EVALUATION PERSONNEL SELECTION INT,1707653.30
BMC SOFTWARE CANADA,1691178.97
CHASE OFFICE INTERIORS,1572728.11
INTERWOVEN,1571454.16
OLAV CONSULTING,1567227.00
COMPOSITION STE FOY,1553164.14
PRA,1525191.75
JIVE SOFTWARE,1496600.00
COMPUTER SCIENCES CANADA,1418216.25
ENTERPRISE SYSTEMS AND SOLUTIONS,1380955.63
CSDC SYSTEMS,1368058.92
MAXSYS,1347968.42
AURESCO CONSULTING,1300509.62
NAVPOINT CONSULTING GROUP,1231433.67
ASGARD SOFTWARE,1229593.05
J BEALS REHABILITATION CONSULTANT,1207636.25
ATTACHMATE CANADA,1201073.75
MARCH OF DIMES CANADA,1188018.63
EKOS RESEARCH ASSOCIATES,1183306.01
BRINKS CANADA,1173274.37
COMPOSITION SAINTE FOY,1165652.50
APPLIED ELECTONICS,1161663.68
REDWOOD E LEARNING SYSTEMS,1160803.31
LUNION DES PRODUCTEURS AGRICOLES,1157688.00
NEOPOST CANADA DPOC,1155296.07
STEELCASE CANADA,1153189.99
FORRESTER SWITZERLAND,1152642.80
DELTA PRINTING,1144861.09
AVANTSTAR,1130856.61
GLOBAL KNOWLEDGE,1125445.46
CBCI TELECOM,1117807.58
CORCAN,1114958.28
CSI CONSULTING FOXWISE TECHNOLOGIES DWP SOLUTIONS INNOVISION CONSULTING,1112255.55
