gen_vendor_normalized,total_entries,total_contracts,total_amendments
2969 9899 QUEBEC,9,5,4
THE FAMILY CENTRE,9,3,6
THE MASHA KRUPP TRANSLATION GROUP,9,7,2
PROQUEST,9,9,0
ENTRUST,9,3,6
FAMILY SERVICES A LA FAMILLE OTTAWA,9,2,7
5751846 MANITOBA,9,2,7
HORIZANT,9,3,6
PHILIP CHODOS,9,6,3
THE MASHA KRUPP TRANSLATION GROUP L,9,9,0
JUSTIS PUBLISHING,8,5,3
OPENTEXT,8,6,2
SPEARHEAD MANAGEMENT CANADA,8,8,0
NOVEXCO,8,8,0
SHRED GUARD,8,4,4
JLR,8,3,5
