gen_vendor_normalized,total_entries,total_contracts,total_amendments
COSSETTE COMMUNICATIONS,37,33,4
SOUTHERN SEED TECHNOLOGY,36,30,6
DELOITTE AND TOUCHE,35,21,14
PEAK MECHANICAL PARTNERSHIP,35,31,4
ARI FINANCIAL SERVICES T46163,33,33,0
V W R INTERNATIONAL,33,30,3
RICHARDSON PIONEER,33,30,3
D MARK BIOSCIENCES,32,29,3
BDO CANADA,32,20,12
CORADIX TECHNOLOGY CONSULTING,31,22,9
EXCEL HUMAN RESOURCES,31,21,10
GENERAL MOTORS,31,24,7
ALTIS HUMAN RESOURCES,31,18,13
LARRY PENNER ENTERPRISES,31,18,13
RICOH,29,8,21
SYSTEMSCOPE,29,22,7
CONVIRON,28,28,0
FLEET FCA CANADA,28,26,2
CGI,28,17,11
OVATIO LEROUX,28,11,17
CARL ZEISS CANADA,27,27,0
ABCE LANGUAGE SCHOOL,26,18,8
QIAGEN,25,25,0
GOLDER ASSOCIATES,25,14,11
ESBE SCIENTIFIC INDUSTRIES,25,25,0
BELL CANADA,25,15,10
MOFFAT,25,18,7
MAPLESOFT CONSULTING,25,10,15
LGC GENOMICS,24,24,0
PITNEY BOWES,24,21,3
CISTEL TECHNOLOGY,24,16,8
EPPENDORF CANADA,24,24,0
UNIVERSITY OF SASKATCHEWAN,24,22,2
BUILDON CONSTRUCTION,23,17,6
MARCIL LAVALLEE,23,21,2
BLACK MCDONALD,23,19,4
CEDARLANE LABORATORIES,23,22,1
HONEYWELL,23,21,2
FOLIO INSTRUMENTS,23,23,0
DMT MECHANICAL,22,20,2
FIVE STAR ENTERPRISE,21,18,3
KNOWLEDGE CIRCLE,21,18,3
PLUMBLINE CUSTOMS BUILDERS,21,18,3
HERITAGE OP 1997,21,21,0
CROPSEED,21,16,5
BERGMANN PLUMBING HEATING,21,21,0
LI COR,21,21,0
G T CUSTOM FARMING,21,21,0
SOFTCHOICE,20,20,0
SEMILLAS GENERACION 2000 LTDA,20,18,2
GARTNER,20,20,0
WILLS TRANSFER,20,8,12
HEWLETT PACKARD,20,15,5
CROP PRODUCTION SERVICES,20,20,0
GRAYBRIDGE INTERNATIONAL CONSULTING,20,19,1
PRINTERS PLUS,19,19,0
IT NET CONSULTANTS,19,13,6
PRICEWATERHOUSE COOPERS,19,11,8
APPTION,19,10,9
NANOSTRING TECHNOLOGIES,19,19,0
STANTEC,19,14,5
SOLUTIONS MESONET,18,17,1
GLOBAL UPHOLSTERY,18,18,0
FELIX TECHNOLOGY,18,18,0
ACNIELSEN COMPANY,18,17,1
GETINGE CANADA,18,18,0
DELTA INTEGRATED BUILDING SOLUTIONS,18,13,5
HOSKIN SCIENTIFIQUE,18,18,0
REDHEAD EQUIPMENT,18,18,0
ENNS BROTHERS,18,18,0
WSP,18,13,5
GREEN DIAMOND EQUIPMENT,18,18,0
TEKNION,18,17,1
TIPP OFF,17,13,4
MICROSOFT CANADA,17,16,1
CANADAWIDE SCIENTIFIC,17,16,1
SIERRA SYSTEMS GROUP,17,7,10
SAS INSTITUTE,17,17,0
WATERS SCIENTIFIC,17,17,0
IRON WOOD CONSTRUCTION,17,12,5
ESC AUTOMATION,17,13,4
HAPLOTECH,17,16,1
MONTREAL BIOTECHNOLOGIES,17,17,0
SHOULDICE MECHANICAL,17,15,2
GENEQ,17,17,0
AFL CANADA,17,15,2
TOSHIBA OF CANADA,16,5,11
TOYOTA CANADA,16,13,3
FIXAIR,16,10,6
MFLOORS,16,14,2
COMMERCIAL CLEANING SERVICES,16,7,9
FAHRHALL MECHANICAL CONTRACTORS,16,15,1
TECHNICO LAIT,16,12,4
CHUBB EDWARDS,16,16,0
UNIVERSITE DE SAINT BONIFACE,16,6,10
AG QUEST HOLDINGS,16,9,7
LECO INSTRUMENTS,16,16,0
FLEX TECH SERVICES,16,7,9
DOUGLAS PLUMBING AND HEATING,15,14,1
CORETRACKS CLARITY CA,15,9,6
CANADA POST,15,14,1
KB HEATING AIR CONDITIONING,15,13,2
METTLER TOLEDO,15,12,3
SIMPLEX GRINNELL,15,8,7
GENERAL ELECTRIC CANADA,15,14,1
KONCRETE CONSTRUCTION GROUP,15,11,4
ESRI,15,13,2
I4C INFORMATION TECHNOLOGY,15,9,6
OTTAWA BUSINESS INTERIORS,15,13,2
FOXRED CONSULTING,15,6,9
HALEX CONSTRUCTION,15,9,6
ELMHIRST DIAGNOSTICS RESEARCH,15,10,5
ELSEVIER,15,8,7
EBSCO CANADA,15,11,4
AGRICULEX,15,15,0
LA CITE COLLEGIALE,15,11,4
PEPCO ATLANTIC,15,14,1
K LINE MAINTENANCE CONSTRUCTION,14,9,5
COLE PARMER CANADA,14,14,0
PERTEN INSTRUMENTS,14,14,0
GOOD EQUIPMENT,14,14,0
SAP,14,14,0
WESTERN TRACTOR COMPANY,14,13,1
OULTON FUELS,14,11,3
SETTERINGTONS FERTILIZER SERVICES,14,14,0
BETTER HOMES,14,11,3
CARAHSOFT TECHNOLOGY,13,13,0
ADVANCED CHIPPEWA TECHNOLOGIES,13,9,4
AVENSYS SOLUTIONS,13,13,0
CAIN VEGETATION,13,7,6
PHYTODATA,13,13,0
TRM TECHNOLOGIES,13,10,3
JOHNSON CONTROLS T6067,13,9,4
WORKDYNAMICS TECHNOLOGIES,13,8,5
BRUKER,13,13,0
ARIAL ELECTRIC,13,10,3
INDIAN HEAD ELECTRIC,13,11,2
BURKARD MANUFACTURING,13,13,0
DELTA INTEGRATED BUILDING,13,12,1
ROCHE DIAGNOSTICS,13,13,0
BLUELINE NEW HOLLAND,13,13,0
NORTHGATE ELECTRIC,13,11,2
ORACLE CANADA,13,13,0
CEM,13,13,0
QMR,13,11,2
LVM,13,9,4
CONTROLS EQUIPMENT,12,9,3
SIGMA ALDRICH CANADA,12,11,1
CABI,12,7,5
COFOMO,12,8,4
PLANT FOOD RESEARCH,12,11,1
