gen_vendor_normalized,total_entries,total_contracts,total_amendments
BENDER MAINTENANCE REPAIRS,1,1,0
AUGUSTE SOLUTIONS ASSOCIATES,1,1,0
ASOKAN BUSINESS INTERIORS,1,1,0
STATEL CAPITAL TECHNOLOGY PARTNERS,1,1,0
APPLIED ELECTONICS,1,1,0
ALLANTE AIRPORT LIMOUSINE,1,1,0
INSTITUTE FOR CITIZEN CENTRED,1,1,0
INSIGHTS LEARNING DEVELOPMENT,1,1,0
INNOVATION CENTRE AT BAYVIEW YARDS,1,1,0
IRON MOUNTAIN CANADA,1,1,0
HYPERTEC,1,1,0
JA CREATIVE SERVICES,1,1,0
6139728 CANADA,1,1,0
HUMANSCALE CANADA,1,1,0
TAG HR,1,1,0
WEB DRIVE CANADA,1,1,0
TARA VINODRAI,1,1,0
TEKNION,1,1,0
LANGUAGE RESEARCH DEVELOPMENT,1,1,0
HEARTZAP SERVICES,1,1,0
LEAN AGILITY,1,1,0
LINKEDIN IRELAND UNLIMITED COMPANY,1,1,0
AILEEN C MURRAY,1,1,0
HART ASSOCIATES MANAGEMENT,1,1,0
