gen_vendor_normalized,total_entries,total_contracts,total_amendments
PETROVALUE PRODUCTS,828,815,13
KONICA MINOLTA BUSINESS SOLUTIONS,826,559,267
IBISKA TELECOM,812,531,281
ARTEMP PERSONNEL SERVICES,799,562,237
MLS OVERSEAS,766,622,144
ILLUMINA CANADA,763,636,127
STONEWORKS TECHNOLOGIES,754,720,34
DILLON CONSULTING,746,576,170
ARI FINANCIAL SERVICES,745,640,105
PITNEY BOWES,743,664,79
HYPERTEC,735,676,59
FISHER SCIENTIFIC COMPANY,721,709,12
LIONBRIDGE,720,480,240
WATERS,714,692,22
HAWORTH,711,670,41
COMPUCOM CANADA,702,576,126
WORLD FUEL,701,697,4
ERNST YOUNG,698,462,236
GRAND TOY,696,667,29
CACHE COMPUTER CONSULTING,695,380,315
PROCOM CONSULTANTS,694,406,288
BDO CANADA,690,516,174
KNOWLEDGE CIRCLE,689,550,139
BOMBARDIER,684,650,34
OEI KRUEGER,682,669,13
DALIAN ENTERPRISES,674,505,169
TRM TECHNOLOGIES,673,483,190
ENGLOBE,672,519,153
SYSTEMATIX SOLUTIONS,666,386,280
EBSCO CANADA,646,504,142
UQSUQ,629,619,10
MISHKUMI TECHNOLOGIES,624,600,24
ASOKAN BUSINESS INTERIORS,622,566,56
EXXONMOBIL AVIATION,614,613,1
DYNAMIC PERSONNEL CONSULTANTS,603,421,182
TOTEM OFFISOURCE,600,574,26
IT NET CONSULTANTS,592,364,228
GRAYBRIDGE INTERNATIONAL CONSULTING,591,443,148
TURTLE ISLAND STAFFING,586,424,162
AVI SPL CANADA,586,553,33
ECOLE DE LANGUES LA CITE,585,500,85
MTS ALLSTREAM,584,497,87
THERMO FISHER SCIENTIFIC,576,549,27
FCA CANADA,570,527,43
SUTHERLAND EXCAVATING,570,513,57
KPMG,566,453,113
4 OFFICE AUTOMATION,556,372,184
CISTEL TECHNOLOGY,555,366,189
DISCOVERY AIR DEFENCE SERVICES,549,546,3
ATCO,548,370,178
LUMINA IT,544,340,204
PANASONIC,541,471,70
SAS INSTITUTE,541,505,36
STEELCASE CANADA,539,522,17
WORLD FUEL SERVICES CANADA,529,521,8
APRON FUEL SERVICES,527,526,1
TJ NOLAN CONSTRUCTION,525,471,54
TESTFORCE SYSTEMS,519,485,34
CBCL,518,387,131
AFN ENGINEERING,518,387,131
LEVITT SAFETY,516,489,27
WAJAX POWER SYSTEMS,514,431,83
ADRM TECHNOLOGY CONSULTING,514,316,198
DAIMLER,513,506,7
BAYSHORE HEALTHCARE,510,368,142
STERLING FUELS,510,491,19
GFS,508,507,1
DECISIVE TECHNOLOGIES,505,465,40
TIREE,505,305,200
TEKSYSTEMS CANADA,498,270,228
TOYOTA CANADA,497,467,30
BLACK MCDONALD,496,321,175
SAP,495,387,108
SIMPLEX GRINNELL,494,408,86
ONX ENTERPRISE SOLUTIONS,486,436,50
APPLIED ELECTONICS,486,449,37
CARDINAL HEALTH CANADA,476,455,21
ECOLE DE LANGUES ABCE,473,404,69
TOP ACES,461,339,122
ULTRAMAR,458,453,5
MCELHANNEY ASSOCIATES,457,335,122
NISSAN CANADA,456,413,43
VENTURE HEALTHCARE,453,312,141
LEVAERO AVIATION,441,434,7
RAYMOND CHABOT GRANT THORNTON,439,365,74
ADIRONDACK TECHNOLOGIES FURNITURE,432,409,23
COMBAT NETWORKS,430,312,118
SOLUTIONS STAFFING,430,257,173
GLOBAL KNOWLEDGE,429,397,32
KNOWLEDGE CIRCLE LEARNING SERVICES,427,379,48
OPENTEXT,425,366,59
VMWARE,425,348,77
AMEC AMERICAS,424,355,69
ST JOSEPH PRINT GROUP,424,392,32
GARLOCK OF CANADA OPERATING AS FAIRBANKS MORSE ENGINE,424,343,81
INTEGRA NETWORKS,424,381,43
CONEXSYS,420,365,55
AMEC FOSTER WHEELER AMERICAS,419,326,93
CANADIAN HELICOPTERS,418,373,45
DST CONSULTING ENGINEERS,417,349,68
GENIVAR,417,304,113
IMPERIAL CLEANERS,414,331,83
MULTINATIONAL LOGISTIC SERVICES,413,404,9
COLT CANADA,412,368,44
EXXONMOBIL,412,412,0
ECLIPSYS SOLUTIONS,410,338,72
PROLOGIC SYSTEMS,409,308,101
CANADIAN MARITIME ENGINEERING,409,295,114
SYSTEMSCOPE,409,280,129
SAMSON ASSOCIATES,408,344,64
ALPINE HELICOPTERS,408,398,10
AMTEK ENGINEERING,407,233,174
GREAT SLAVE HELICOPTERS,406,362,44
CANADIAN LEASEBACK,404,249,155
